4f8e5b81e80eb0e420091588 2 1----Employment----TITLE.HEAD.HTML.#document	ratemyprofessorscom:1 univers:1 california:1 satish:1 rao:1 berkelei:1	||	Satish Rao - University of California Berkeley - RateMyProfessors.com	##true@@false$$		||	ORGANIZATION: University of California Berkeley; 	LOCATION: RateMyProfessors.com; 	NOUN: Satish Rao; University; California Berkeley; RateMyProfessors.com; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e420091588 1 20----Research----#text.DD.DL.LI.UL.BODY.HTML.#document	ieee:1 appear:1 transact:1 extend:1 comput:1 version:1	||	Extended version has appeared in the IEEE Transactions on Computers 48(7): 670-689. (1999).	##false@@false$$		||	DATE: 1999; 	NOUN: version; IEEE Transactions; Computers; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e420091588 1 21----Research----#text.DD.DL.LI.UL.BODY.HTML.#document	tsantila:1 suel:1 goudreau:1 lang:1	||	With M. Goudreau, K. Lang, T. Suel, and A. Tsantilas.	##false@@false$$		||	PERSON: M. Goudreau; K. Lang; T. Suel; A. Tsantilas; 	NOUN: M. Goudreau; K. Lang; T. Suel; A. Tsantilas; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e420091588 1 22----Research----#text.A.LI.DD.DL.LI.UL.BODY.HTML.#document	region:1 ratio:1 segment:1 imag:1 techniqu:1	||	Ratio Regions: a technique for image segmentation.	##false@@true$$		||	NOUN: Ratio Regions; technique; image segmentation; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e420091588 1 23----Research----#text.A.LI.DD.DL.LI.UL.BODY.HTML.#document	shop:1 dilat:1 schedul:1 job:1 congest:1 packet:1 step:1 rout:1	||	Packet routing and job-shop scheduling in O(congestion + dilation) steps.	##false@@true$$		||	NOUN: Packet; scheduling; O; congestion; dilation; steps; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e420091588 1 24----Research----#text.DD.DL.LI.UL.BODY.HTML.#document	leighton:1 combinatorica:1 bruce:1 ft:1 magg:1	||	In Combinatorica 1994. With Bruce Maggs and F.T. Leighton.	##false@@false$$		||	PERSON: Bruce Maggs; F.T. Leighton; 	DATE: 1994; 	NOUN: Combinatorica; Bruce Maggs; F.T. Leighton; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e420091588 1 25----Others----#text.H2.A.DD.DL.LI.UL.BODY.HTML.#document	stuff:1 random:1	||	Random Stuff	##true@@true$$		||	NOUN: Random Stuff; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e420091588 1 26----Others----#text.A.LI.UL.DD.DL.LI.UL.BODY.HTML.#document	letter:1 congratul:1 class:1 comput:1 major:1 scienc:2	||	Congratulations! Letters and Sciences, Computer Science Majors, Class of 2003	##false@@true$$		||	ORGANIZATION: Letters and Sciences; Computer Science Majors; 	DATE: 2003; 	NOUN: Congratulations; Letters; Sciences; Computer Science Majors; Class; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 2 1----Research----#text.SPAN.B.P.TD.TR.TBODY.TABLE.TD.TR.TBODY.TABLE.FONT.BODY.HTML.#document	sensor:1 shadow:1 interfac:1 us:1 interact:1 puppetri:1 kinect:1 chines:1	||	Chinese Shadow Puppetry with an Interactive Interface Using the Kinect Sensor	##false@@false$$		||	ORGANIZATION: Chinese Shadow Puppetry; 	NOUN: Shadow Puppetry; Interface; Kinect Sensor; 	||	##false@@false$$	||	##true@@true$$
4f8e5b81e80eb0e4f4081588 2 2----Employment----#text.SPAN.P.TD.TR.TBODY.TABLE.TD.TR.TBODY.TABLE.FONT.BODY.HTML.#document	song:1 hui:1 lu:1 yuhao:1 unit:5 zhuo:1 chen:1 ke:1 ji:1 intern:5 zhang:1 colleg:5 cai:1	||	Hui Zhang (United International College), Yuhao Song (United International College), Zhuo Chen (United International College), Ji Cai (United International College), Ke Lu (United International College)	##false@@false$$		||	ORGANIZATION: United International College; Yuhao Song; United International College; United International College; United International College; United International College; 	PERSON: Hui Zhang; Zhuo Chen; Ji Cai; 	NOUN: Hui Zhang; United International College; Yuhao Song; United International College; Zhuo Chen; United International College; Ji Cai; United International College; Ke Lu; United International College; 	||	##false@@false$$	||	##true@@true$$
4f8e5b81e80eb0e4f4081588 2 3----Research----#text.SPAN.B.P.TD.TR.TBODY.TABLE.TD.TR.TBODY.TABLE.FONT.BODY.HTML.#document	digit:1 signag:1 model:1 us:1 interact:1 group:1 smart:1 multimod:1 dynam:1	||	Group Dynamics and Multimodal Interaction Modeling using a Smart Digital Signage	##false@@false$$		||	ORGANIZATION: Group Dynamics and Multimodal Interaction Modeling; Smart Digital Signage; 	NOUN: Group Dynamics; Multimodal Interaction Modeling; Smart Digital Signage; 	||	##false@@false$$	||	##true@@true$$
4f8e5b81e80eb0e4f4081588 3 1----Others----TITLE.HEAD.HTML.#document	hui:1 zhang:1	||	Hui Zhang	##true@@false$$		||	PERSON: Hui Zhang; 	NOUN: Hui Zhang; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 2----Research----#text.LI.OL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	silhouett:1 sequenc:1 self:1 turntabl:1 calibr:1	||	Self-calibration of turntable sequences from silhouettes	##false@@false$$		||	NOUN: Self-calibration; sequences; silhouettes; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 3----Others----#text.DIV.LI.OL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	hui:1 zhang:1	||	Hui Zhang	##false@@false$$		||	PERSON: Hui Zhang; 	NOUN: Hui Zhang; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 4----Employment----#text.DIV.LI.OL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	unit:1 intern:1 colleg:1 china:1	||	United International College, P R China	##false@@false$$		||	ORGANIZATION: United International College , P R China; 	NOUN: United International College; P R China; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 5----Research----#text.DIV.LI.OL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	ieee:1 pattern:1 mach:1 intel:1 tran:1 anal:1	||	IEEE Trans Pattern Anal Mach Intell	##true@@false$$	31:5-14. 2009	##false@@false$$		||	ORGANIZATION: Trans Pattern Anal Mach Intell; 	DATE: 2009; 	NOUN: IEEE Trans Pattern Anal Mach Intell; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 6----Research----#text.DIV.LI.OL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	result:1 can:1 camera:1 data:1 us:1 extrins:1 intrins:1 achiev:1 present:1 real:1 estim:1 obtain:1 sequenc:1 reconstruct:1 experiment:1 precis:1 method:1 demonstr:1 euclidean:1 propos:1	||	..Using the estimated camera intrinsics and extrinsics, a Euclidean reconstruction can be obtained. Experimental results on real data sequences are presented, which demonstrate the high precision achieved by the proposed method...	##false@@false$$		||	NOUN: camera intrinsics; extrinsics; reconstruction; results; data sequences; precision; method; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 7----Others----#text.A.DIV.DIV.BODY.HTML.#document	disclaim:1 privaci:1 faq:1 us:1 credit:1 notic:1 contact:1	||	Credits	##false@@true$$	Contact Us	##false@@true$$	Privacy Notice	##false@@true$$	Disclaimer	##false@@true$$	FAQ	##false@@true$$		||	NOUN: Credits Contact Us Privacy Notice Disclaimer FAQ; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 8----Others----#text.DIV.DIV.BODY.HTML.#document	labomeorg:1 researv:1 right:1	||	Labome.Org 2013 All Rights Researved	##false@@false$$		||	ORGANIZATION: All Rights Researved; 	DATE: 2013; 	NOUN: Labome.Org; All Rights Researved; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 9----Others----#text.DIV.DIV.BODY.HTML.#document	princeton:1 jersei:1 usa:1	||	Princeton, New Jersey 08540, USA	##false@@false$$		||	ORGANIZATION: Princeton; 	LOCATION: New Jersey; USA; 	NOUN: Princeton; New Jersey; USA; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 3 10----Others----#text.DIV.DIV.DIV.BODY.HTML.#document	updat:1 last:1 februari:1	||	last updated: February 01, 2013	##false@@false$$		||	DATE: 2013; 	NOUN: February; 	||	##true@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 0 1----Research----#text.H2.BODY.HTML.#document	select:1 public:1	||	Selected Publications	##true@@false$$		||	NOUN: Publications; 	||	##false@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 0 2----Research----#text.DIV.LI.OL.BODY.HTML.#document	camera:1 intellig:1 pami:1 sphere:1 tran:1 imag:1 march:1 ieee:1 machin:1 pattern:1 zhang:2 wong:1 analysi:1 calibr:1	||	H. Zhang, K.-Y. K. Wong and G. Zhang. Camera Calibration From Images of Spheres.	##false@@false$$	IEEE Trans. on Pattern Analysis and Machine Intelligence	##true@@false$$	(PAMI), 29(3):499-503, March 2007.	##false@@false$$		||	ORGANIZATION: Camera Calibration From Images of Spheres; Pattern Analysis and Machine Intelligence; PAMI; 	PERSON: H. Zhang; K. Wong; G. Zhang; 	DATE: 2007; 	NOUN: H. Zhang; K.-Y; K. Wong; G. Zhang; Camera Calibration; Images; Spheres; IEEE Trans; Pattern Analysis; Machine Intelligence; PAMI; March; 	||	##false@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 0 3----Research----#text.DIV.LI.OL.BODY.HTML.#document	uk:1 british:1 vision:1 septemb:1 camera:1 applic:1 confer:1 circular:1 estim:1 machin:1 zhang:2 wong:1 motion:1 yk:1 geometri:1	||	G. Zhang H. Zhang, and K.-Y.K. Wong, 1D Camera Geometry and Its Application to Circular Motion Estimation,	##false@@false$$	British Machine Vision Conference	##true@@false$$	(BMVC06), UK, September 2006.	##false@@false$$		||	ORGANIZATION: Camera Geometry; Circular Motion Estimation; British Machine Vision Conference; 	PERSON: G. Zhang H. Zhang; K.-Y.K. Wong; 	DATE: 2006; 	LOCATION: UK; 	NOUN: G. Zhang H. Zhang; K.-Y.K. Wong; 1D Camera Geometry; Application; Motion Estimation; Machine Vision Conference; BMVC06; UK; September; 	||	##false@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 0 4----Research----#text.DIV.LI.OL.BODY.HTML.#document	linear:1 septemb:1 camera:1 ii:1 sphere:1 imag:1 itali:1 confer:1 process:1 page:1 intern:1 zhang:2 approach:1 genova:1 volum:1 wong:1 yk:1 calibr:1 proc:1	||	H. Zhang, G. Zhang and K.-Y.K. Wong, Camera Calibration with Spheres: Linear Approaches, In Proc.	##false@@false$$	International Conference on Image Processing	##true@@false$$	(ICIP05), volume II, pages 1150-1153, Genova, Italy, September 2005.	##false@@false$$		||	ORGANIZATION: International Conference on Image Processing; 	PERSON: H. Zhang; G. Zhang; K.-Y.K. Wong; 	DATE: 2005; 	LOCATION: Genova; Italy; 	NOUN: H. Zhang; G. Zhang; K.-Y.K. Wong; Camera Calibration; Spheres; Linear Approaches; Proc; International Conference; Image Processing; ICIP05; volume; pages; Genova; Italy; September; 	||	##false@@false$$	||	##false@@false$$
4f8e5b81e80eb0e4f4081588 0 5----Research----#text.DIV.LI.OL.BODY.HTML.#document	silhouett:1 uk:1 vision:1 british:1 septemb:1 confer:1 machin:1 page:1 sequenc:1 oxford:1 zhang:2 auto:1 volum:1 wong:1 motion:1 yk:1 calibr:1 turntabl:1 proc:1 recoveri:1	||	H. Zhang, G. Zhang and K.-Y.K. Wong, Auto-Calibration and Motion Recovery from Silhouettes for Turntable Sequences, In Proc.	##false@@false$$	British Machine Vision Conference	##true@@false$$	(BMVC05), volume I, pages 79-88, Oxford, UK, September 2005.	##false@@false$$		||	ORGANIZATION: British Machine Vision Conference; 	PERSON: H. Zhang; G. Zhang; K.-Y.K. Wong; 	DATE: 2005; 	LOCATION: Oxford; UK; 	NOUN: H. Zhang; G. Zhang; K.-Y.K. Wong; Auto-Calibration; Motion Recovery; Silhouettes; Turntable Sequences; Proc; Machine Vision Conference; BMVC05; volume I; pages; Oxford; UK; September; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 2 2----Others----#text.A.P.BODY.HTML.#document	acquir:1 austin:1 mvsim:1 call:1 phd:1 june:1 formerli:1 abraham:1 tool:1 engin:3 profjacob:1 center:1 student:1 univers:1 texa:1 current:1 graduat:1 autom:1 institut:1 scienc:1 synopsi:1 work:2 bangalor:1 surathk:1 krec:1 join:1 research:1 technolog:1 nation:1 karnataka:1 finish:1 pursu:1 bachelor:2 comput:3 known:1 got:1 archpro:2 design:1	||	I am a graduate student at	##false@@false$$	The University of Texas at Austin	##false@@true$$	, pursuing my PhD in	##false@@false$$	Computer Engineering	##false@@true$$	. I got my Bachelors in Computer Science and Engineering from	##false@@false$$	National Institute of Technology Karnataka, Surathkal	##false@@true$$	(formerly known as KREC) in 2005. After finishing my bachelors I joined Archpro Design Automation in Bangalore where I worked on a tool called	##false@@false$$	MVSim	##false@@true$$	. Archpro was was acquired by	##false@@false$$	Synopsys	##false@@true$$	in June 2007. Currently I am working in the	##false@@false$$	Computer Engineering Research Center	##false@@true$$	under	##false@@false$$	Prof.Jacob Abraham	##false@@true$$		||	ORGANIZATION: The University of Texas; Bachelors in Computer Science; National Institute of Technology Karnataka; KREC; Archpro Design Automation; Synopsys; Computer Engineering Research Center; 	PERSON: Surathkal; Jacob Abraham; 	DATE: 2005; 2007; 	LOCATION: Austin; Bangalore; 	NOUN: student; University; Texas; Austin; PhD; Computer Engineering; Bachelors; Computer Science; Engineering; National Institute; Technology Karnataka; Surathkal; KREC; bachelors; Archpro Design Automation; Bangalore; tool; MVSim; Archpro; Synopsys; June; Computer Engineering Research Center; Prof. Jacob Abraham; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 2 3----Others----#text.H2.DIV.BODY.HTML.#document	research:1	||	Research	##true@@false$$		||	NOUN: Research; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 2 5----Others----#text.P.DIV.BODY.HTML.#document	depart:1 engin:1 comput:1 electr:1	||	Department of Electrical and Computer Engineering	##false@@false$$		||	ORGANIZATION: Department of Electrical and Computer Engineering; 	NOUN: Department; Computer Engineering; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 2 6----Others----#text.P.DIV.BODY.HTML.#document	abraham:1 profjacob:1 advis:1	||	Adviser: Prof.Jacob Abraham	##false@@false$$		||	PERSON: Jacob Abraham; 	NOUN: Adviser; Prof. Jacob Abraham; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 2 7----Others----#text.P.DIV.BODY.HTML.#document	formal:1 area:1 test:1 hardwar:1 method:1 applic:1	||	Area: Application of Formal Methods to Hardware Test	##false@@false$$		||	NOUN: Area; Application; Methods; Hardware Test; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 2 9----Others----#text.H2.DIV.BODY.HTML.#document	public:1	||	Publications	##true@@false$$		||	NOUN: Publications; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 2 10----Research----#text.LI.P.DIV.BODY.HTML.#document	detect:1 model:1 rtl:1 appear:1 mahesh:1 check:1 prabhu:1 test:2 gener:1 abraham:1 us:1 jacob:1 fault:1 symposium:1 function:1 european:1 stuck:1 hard:1	||	Mahesh Prabhu	##true@@false$$	and Jacob A. Abraham,	##false@@false$$	"Functional Test Generation for Hard to Detect Stuck-at Faults using RTL Model Checking"	##true@@false$$	, to appear in European Test Symposium, 2012	##false@@false$$		||	PERSON: Mahesh Prabhu; Jacob A. Abraham; 	DATE: 2012; 	NOUN: Mahesh Prabhu; Jacob A. Abraham; Test Generation; Faults; RTL Model Checking; Test Symposium; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 2 11----Others----#text.H2.DIV.BODY.HTML.#document	work:1 experi:1	||	Work Experience	##true@@false$$		||	NOUN: Work Experience; 	||	##false@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 3 1----Others----TITLE.HEAD.HTML.#document	tss:1 et:1	||	TSS@ETS'12	##true@@false$$		||		||	##true@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 3 2----Others----#text.P.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	austin:1 univers:1 texa:1	||	University of Texas at Austin	##false@@false$$		||	ORGANIZATION: University of Texas; 	LOCATION: Austin; 	NOUN: University; Texas; Austin; 	||	##true@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 3 3----Others----#text.P.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	depart:1 engin:1 comput:1 electr:1	||	Department of Electrical and Computer Engineering	##false@@false$$		||	ORGANIZATION: Department of Electrical and Computer Engineering; 	NOUN: Department; Computer Engineering; 	||	##true@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 3 4----Others----#text.P.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	austin:1 univers:1 texa:1 ac:1	||	ACES 6.124, University of Texas at Austin	##false@@false$$		||	ORGANIZATION: University of Texas; 	LOCATION: Austin; 	NOUN: ACES; University; Texas; Austin; 	||	##true@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 3 5----Others----#text.P.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	austin:1 tx:1	||	Austin, TX 78712	##false@@false$$		||	LOCATION: Austin; TX; 	NOUN: Austin; TX; 	||	##true@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 3 6----Others----#text.P.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	usa:1	||	USA	##false@@false$$		||	LOCATION: USA; 	NOUN: USA; 	||	##true@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 3 7----Bio----#text.P.DIV.BODY.HTML.#document	verif:1 particularli:1 illinoi:2 phd:2 test:1 award:2 occupi:1 electr:2 industri:1 academia:1 faculti:1 urbana:1 stanford:1 regent:1 center:1 supervis:1 student:1 univers:3 interest:1 texa:1 recipi:1 dissert:1 elect:1 famili:1 hold:1 jacob:1 director:1 cite:1 ieee:2 formal:1 professor:1 comput:4 emanuel:1 fellow:2 posit:1 vlsi:1 senior:1 austin:1 accomplish:1 abraham:1 paper:1 engin:4 isi:1 cockrel:1 extens:1 best:1 publish:1 scienc:1 toler:1 includ:2 acm:1 receiv:2 list:1 fault:1 research:3 chair:1 proud:1 design:1 world:1 pior:1	||	Jacob A. Abraham is Professor of Electrical and Computer Engineering at the University of Texas at Austin. He is also the director of the Computer Engineering Research Center and holds a Cockrell Family Regents Chair in Engineering. He received his Ph.D. in Electrical Engineering and Computer Science from Stanford University in 1974. From 1975 to 1988 he was on the faculty of the University of Illinois, Urbana, Illinois. His research interests include VLSI design and test, formal verification, and fault-tolerant computing. He has published extensively, has received many "best paper" awards, and is included in the ISI list of the most cited researchers in the world. He has supervised more than 80 Ph.D. dissertations, and is particularly proud of the accomplishments of his students, many of whom occupy senior positions in academia and industry. He has been elected Fellow of the IEEE as well as Fellow of the ACM, and is the recipient of the 2005 IEEE Emanuel R. Piore Award.	##false@@false$$		||	ORGANIZATION: Electrical and Computer Engineering; University of Texas; Computer Engineering Research Center; Computer Science; Stanford University; University of Illinois; VLSI; ISI; 	PERSON: Jacob A. Abraham; Cockrell; Emanuel R. Piore; 	DATE: 1974; 1975; 1988; 2005; 	LOCATION: Austin; Urbana; Illinois; academia; 	NOUN: Jacob A. Abraham; Professor; Computer Engineering; University; Texas; Austin; director; Computer Engineering Research Center; Cockrell Family Regents Chair; Engineering; Ph.D.; Engineering; Computer Science; Stanford University; faculty; University; Illinois; Urbana; Illinois; research interests; VLSI design; test; verification; computing; paper; awards; ISI list; researchers; world; Ph.D. dissertations; accomplishments; students; positions; academia; industry; Fellow; IEEE; Fellow; ACM; IEEE Emanuel R. Piore Award; 	||	##true@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 1 1----Others----TITLE.HEAD.HTML.#document	home:1 page:1 jacob:1	||	Jacob Abraham's Home Page	##true@@false$$		||	PERSON: Jacob Abraham; 	NOUN: Jacob Abraham; Home Page; 	||	##true@@false$$	||	##false@@false$$
4f8e5b82e80eb0e4f0091588 1 2----Others----#text.A.NOFRAME.BODY.FRAMESET.HTML.#document	need:1 properli:1 frame:2 support:1 page:1 browser:1 click:1 sorri:1 view:1 version:1 non:1	||	Sorry -- You need a browser which supports frames to view this page properly	##true@@false$$	Click here for a non-frame version	##false@@true$$		||	NOUN: browser; frames; page; version; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4efed1488 2 1----Employment----TITLE.HEAD.HTML.#document	busi:1 universit:1 card:1 paderborn:1	||	Universit t Paderborn  Business Card	##true@@false$$		||	ORGANIZATION: Paderborn Business Card; 	NOUN: Universit t Paderborn Business Card; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4efed1488 2 2----Others----#text.TD.TR.TBODY.TABLE.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	offic:1	||	Office:	##false@@false$$		||	NOUN: Office; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4efed1488 2 3----Phone----#text.TD.TR.TBODY.TABLE.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	phone:1	||	Phone:	##false@@false$$		||	NOUN: Phone; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4efed1488 2 4----Fax----#text.TD.TR.TBODY.TABLE.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	fax:1	||	Fax:	##false@@false$$		||	NOUN: Fax; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4efed1488 2 5----Email----#text.TD.TR.TBODY.TABLE.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	email:1	||	Email:	##false@@false$$		||	NOUN: Email; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4efed1488 2 6----Email----#text.A.TD.TR.TBODY.TABLE.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	mcsleacuk:1 reiko:1	||	reiko[at]mcs.le.ac.uk	##false@@true$$		||	NOUN: reiko; mcs; ac; uk; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4efed1488 2 7----Others----#text.P.DIV.BODY.HTML.#document	imprint:1 webmast:1 chang:1 recent:1	||	Imprint	##false@@true$$	Webmaster	##false@@true$$	Recent changes: 11.04.2012	##false@@false$$		||	NOUN: Imprint Webmaster; changes; 	||	##true@@false$$	||	##false@@false$$
