-1763063096 2 1----Price----#text.P.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	increas:1 car:2 hp:1 pair:1 xl:2 camri:2 automat:1 transmiss:1 toyota:1 version:1 six:1 mode:1 level:1 order:1 basic:1 full:1 graduat:1 luxuri:1 trim:1 avalon:3 lineup:1 limit:1 liter:1 consist:1 speed:1 choic:1 list:1 us:1 offer:1 size:1 manual:1 powertrain:1 price:1 fact:1 stretch:1 previou:1 shift:1	||	Toyota s Avalon is a full-size car for those who have graduated from the Camry. In fact, the Avalon is basically a stretched version of the previous Camry and uses that car s 268-hp, 3.5-liter V-6 paired with a six-speed automatic transmission with manual shift mode. No other powertrain choices are offered. For 2009, the Avalon lineup consists of three trim levels: XL, XLS, and Limited, listed in order of increasing luxury and price.	##false@@false$$		||	ORGANIZATION: Toyota; Avalon; XLS; 	DATE: 2009; 	NOUN: Toyota; Avalon; car; Camry; fact; Avalon; version; Camry; car s; V-6; transmission; shift mode; powertrain choices; Avalon lineup; levels; XL; XLS; Limited; order; luxury; price; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 25----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	lower:1 half:1 enough:1 seat:3 rang:1 drive:1 leather:1 avalon:1 seatback:1 limit:1 control:1 get:1 flat:2 cushion:1 perfor:1 wide:1 fan:1 compromis:1 lot:1 air:1 big:1 make:1 posit:1 thing:1 numb:1 strateg:1 easi:2 side:1 adjust:2 adequ:1 driver:2 tailor:1 slide:1 trim:1 backsid:1 hard:1 blow:1 fairli:1 corner:1 back:1 front:1 excel:1 hour:1 fiddl:1 bolster:2 comfort:2 featur:1 enthusiast:1 improv:1 rel:1 within:1 keep:1	||	The front seats are big, fairly flat and comfortable. They don't have a lot of the side bolstering enthusiasts drivers like for hard cornering, but the relative flatness makes then easy to slide into, and there's enough strategic bolstering to keep lower backs and backsides from getting numb within a half hour or so. These seats will adjust for a wide range of drivers, and the controls make it easy to tailor your driving position. They're an excellent compromise between adequate adjustment and too many things to fiddle with. The Avalon Limited features a fan in the seat cushion and seatback that blows air through the perforated leather trim to improve comfort.	##false@@false$$		||	ORGANIZATION: Avalon Limited; 	NOUN: seats; lot; side; enthusiasts drivers; cornering; flatness; backs; backsides; hour; seats; range; drivers; controls; position; compromise; adjustment; things; fiddle; Avalon Limited; fan; seat cushion; seatback; blows air; leather; comfort; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 26----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	wheel:2 xl:1 set:1 substanti:1 wiper:2 switch:2 spoke:1 mirror:1 height:1 easi:1 button:1 rang:1 adjust:1 left:1 right:1 avalon:1 leather:1 light:2 find:1 follow:1 wrap:1 everyth:1 audio:1 tilt:1 confus:1 climat:1 familiar:1 great:1 armrest:1 window:1 pattern:1 compromis:1 steer:1 stalk:1 base:1 big:1 posit:1 telescop:1	||	The steering wheel tilts and telescopes over a substantial range, and it's wrapped with leather on all but the base Avalon XL. The wheel spokes have buttons to adjust audio and climate settings, and they're also a great compromise: big and easy to find, but not confusing. Wipers and lights follow Toyota's familiar pattern, with the light switch on the left stalk and wipers on the right. Everything, from window and mirror switches to armrest heights, is positioned just as we like it.	##false@@false$$		||	ORGANIZATION: Avalon XL; Toyota; 	NOUN: wheel; range; leather; base Avalon XL; wheel spokes; buttons; audio; climate settings; compromise; Wipers; lights; Toyota; pattern; switch; stalk; wipers; right; Everything; window; mirror; heights; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 27----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	call:1 simpl:1 wheel:1 set:1 half:1 lcd:1 gaug:1 switch:1 date:1 temperatur:2 optitron:1 center:1 time:1 easi:2 clean:1 rang:2 layout:1 read:1 fuel:1 displai:1 right:1 top:1 locat:1 crisp:1 wide:1 offer:1 script:1 inform:2 dash:1 outsid:1 larg:3 steer:1 insid:1 dashboard:1 stack:1 simplist:1	||	Avalon's dashboard layout is clean and simple, but not simplistic. Its so-called Optitron gauges are large, crisp and easy to see through the top half of the steering wheel. The large LCD informational display is located right in the center of the dash, above the switch stack. It offers a wide range of information, like inside temperature settings, outside temperature, time, date and fuel range, in large, easy-to-read script.	##false@@false$$		||	NOUN: Avalon; dashboard layout; Optitron; half; wheel; LCD; display; center; dash; switch; range; information; temperature settings; temperature; time; date; fuel range; script; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 28----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	car:1 tuner:1 jack:1 player:1 connect:1 bigger:1 watt:1 lcd:1 add:1 though:1 six:1 upgrad:1 cover:1 releas:1 fantast:1 ipod:1 adjust:1 expos:1 avalon:1 knob:1 live:1 control:2 screen:1 includ:1 audio:3 standard:2 certainli:1 capabl:1 frequent:1 bluetooth:1 touch:1 packag:1 sound:1 stereo:1 lift:1 jbl:1 volum:1 output:1 changer:1 cd:1	||	A touch-release cover below the LCD screen lifts to expose the audio controls. Those most frequently adjusted, including the tuner and volume control, are bigger than the knobs in most other cars. The six-CD changer is standard in all Avalons, and so is an audio jack to connect iPods or other MP3 players. The upgrade JBL audio package adds Bluetooth capability and 360 watts of output. It sounds fantastic, though we could certainly live with the standard stereo.	##false@@false$$		||	ORGANIZATION: JBL; 	NOUN: touch-release cover; LCD screen; controls; tuner; volume control; knobs; cars; changer; Avalons; jack; iPods; MP3 players; upgrade JBL; package; Bluetooth capability; watts; output; stereo; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 29----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	pastel:1 wheel:1 turquois:1 promin:1 flow:1 beach:1 temperatur:1 hand:1 reach:1 side:1 oper:1 adjust:1 action:1 driver:1 knob:1 primari:1 lit:1 locat:1 firm:1 miami:1 us:1 fan:1 steadi:1 remind:1 huge:1 either:1 steer:1 stereo:1 nearli:1 imposs:1 air:1 miss:1	||	The primary temperature, air flow and fan adjustment knobs are huge, located on either side of the stereo and prominently back-lit in pastel turquoise that reminds us of Miami Beach. They operate with a firm, steady action, and they're nearly impossible to miss when the driver reaches a hand from the steering wheel.	##false@@false$$		||	LOCATION: Miami Beach; 	NOUN: temperature; air flow; fan adjustment knobs; side; stereo; pastel turquoise; Miami Beach; firm; action; driver; hand; wheel; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 30----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	selector:1 consol:1 interior:1 gener:1 drop:1 next:1 nice:1 dial:1 switch:1 heat:1 omiss:2 center:1 mirror:1 passeng:1 warmer:1 overhead:1 gear:1 button:2 seat:2 rang:1 sunglass:1 sunroof:1 read:1 light:2 individu:1 holder:1 rearview:1 locat:2 glare:1 intens:1 front:1 lack:1 offer:1	||	The sunroof button and overhead light switch are located above the rearview mirror, with a drop-down sunglasses holder. One omission is Avalon's lack of individual reading lights for front seat passengers, and the omission glares more because the interior is generally so nice. Buttons for the seat warmers are dials offering a range of heat intensity, located on the center console next to the gear selector.	##false@@false$$		||	ORGANIZATION: Avalon; 	NOUN: button; switch; rearview mirror; sunglasses holder; omission; Avalon; lack; reading lights; seat passengers; omission; interior; Buttons; seat warmers; dials; range; heat intensity; center console; gear selector; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 31----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	consol:1 jack:1 other:1 audio:1 simpl:1 larger:1 line:1 door:2 storag:1 cuphold:1 center:1 point:1 felt:1 effect:1 touch:1 releas:1 compart:2 power:1 expos:1 bin:1 chang:1	||	The center console itself is simple but effective, with three touch-release doors. One door exposes the cupholders, and the others, storage compartments. The larger compartment has two power points and the audio jack. There's also a felt-lined change bin.	##false@@false$$		||	NOUN: center console; touch-release doors; door; cupholders; others; storage compartments; compartment; power points; jack; change bin; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 32----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	plastic:1 allow:2 line:1 door:1 love:1 open:1 reach:1 easi:1 sunglass:1 clutch:1 easili:1 swallow:1 along:1 slide:1 swing:1 hard:1 deep:1 scratch:1 handbag:1 wide:1 potenti:1 folder:1 pocket:2 whole:1 materi:1 item:1 lot:1 insid:1 glove:2 box:1	||	Avalon's door pockets have no lining material, and the hard plastic allows items such as sunglasses to slide (and potentially scratch) easily. Still, those pockets are wide and deep, and we love how they swing open like a folder to allow an easy reach inside. The glove box will swallow a whole lot of gloves, along with a clutch or handbag.	##false@@false$$		||	NOUN: Avalon; door pockets; material; plastic; items; sunglasses; slide; scratch; pockets; folder; reach; glove box; lot; gloves; clutch; handbag; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 33----Exterior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	limit:1 model:1 lower:1 select:1 rear:1 come:1 sunshad:2 automat:1 revers:1 oper:1 drive:1 glass:1 lift:1 engag:1 driver:3	||	The Limited model comes with a rear glass sunshade, operated by the driver. The sunshade lowers automatically if it's up when the driver engages reverse, then lifts it again when the driver selects drive.	##false@@false$$		||	NOUN: model; glass sunshade; driver; sunshade; driver; reverse; driver; drive; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 34----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	shortest:1 taxi:1 headlin:1 foot:3 roomi:1 add:1 carri:1 enough:1 across:1 crop:1 close:1 passeng:3 accommod:1 rare:1 seat:4 rang:1 adequ:1 adjust:2 driver:1 hair:1 seatback:2 limit:1 feel:1 inch:4 headroom:2 flat:1 width:1 rear:5 come:1 feet:1 suppli:1 problem:1 front:1 fulli:1 upright:1 surpass:1 leg:2 point:1 floor:1 maximum:1 impress:1 featur:1 stretch:1 improv:1 brush:1 reclin:2 posit:1 room:2	||	Avalon's rear seatbacks recline over a limited range (still a rare feature), and the feeling of roominess carries through in back. Leg room for rear passengers surpasses that in many taxis: With the driver's seat adjusted for a 5-foot, 9-inch driver, a 5-foot, 9-inch passenger had enough room to stretch legs fully, with feet pointed under the front seat. The rear bench's width is impressive, too. Three-across seating is no problem here, and accommodations are improved by the flat rear floor. Headroom comes in the shortest supply, but it's still adequate. That 5-foot, 9-inch passenger was brushing his close-cropped hair on the headliner with the rear seat back in its most upright position. Adjusting the seatback to maximum recline adds an inch or two of headroom.	##false@@false$$		||	NOUN: Avalon; seatbacks; range; feature; feeling; roominess; Leg room; passengers; taxis; driver; seat; driver; passenger; room; legs; feet; seat; bench; width; seating; problem; accommodations; floor; Headroom; supply; 5-foot; passenger; brushing; hair; headliner; seat; position; seatback; maximum; inch; headroom; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 35----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	cup:2 littl:1 consol:1 drop:1 door:1 hand:1 center:1 passeng:1 open:1 help:1 adjust:1 map:1 read:1 built:1 light:1 seatback:1 individu:1 shallow:1 hold:1 vent:1 rear:4 front:2 fold:1 stabil:1 provid:1 tast:1 cuphold:2 point:1 pocket:2 armrest:1 air:1 stretchi:1 low:1	||	Individual reading lights are provided for rear passengers, with adjustable air vents on the rear of the center console. The rear door pockets don't fold open like those in front, but there are stretchy map pockets on the front seatbacks. The rear armrest drops a little too low for our taste, and the shallow cupholders built into it are more like cup stabilization points. They are cupholders only if there is a hand helping hold the cup.	##false@@false$$		||	NOUN: reading lights; passengers; air vents; rear; center console; door pockets; front; map pockets; seatbacks; armrest; taste; cupholders; cup stabilization points; cupholders; hand; cup; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 36----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	cubic:2 camri:1 substanti:1 feet:2 space:1 cargo:1 smaller:1 size:1 chrysler:1 trunk:1 impala:1 sedan:1 chevrolet:1 similarli:1 tauru:1 capac:1 competitor:1 ford:1 avalon:1	||	At 14.4 cubic feet, trunk capacity is substantially less than in similarly sized competitors such as the Ford Taurus (21.2 cubic feet), Chrysler 300 (19.7), and Chevrolet Impala (18.6). Avalon even has less cargo space than Toyota's smaller Camry sedan (15.5).	##false@@false$$		||	ORGANIZATION: Chevrolet Impala; Toyota; 	NOUN: feet; trunk capacity; competitors; Ford Taurus; feet; Chrysler; Chevrolet Impala; Avalon; cargo space; Toyota; Camry sedan; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 37----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	car:1 decent:1 might:1 shop:1 bing:1 seriou:1 pop:1 space:1 someth:1 smaller:1 mai:1 fit:2 open:2 rais:1 toward:1 basic:1 luggag:1 forward:1 glass:1 shelf:1 avalon:1 seatback:1 rear:2 class:1 avail:1 shape:1 much:1 lid:2 narrow:1 trunk:5 hamper:1 larg:1 item:1 stretch:1 volum:1 rel:2 small:1 yet:1 room:1	||	There's still decent room for luggage or a serious shopping binge, but Avalon is further hampered by its basic shape. The trunk is long but relatively narrow, with much of the available space stretching forward toward the rear seatback, under the rear glass and shelf. The trunk lid raises itself once you pop it, something many trunk lids don't do. Yet the trunk opening is smaller than that on other cars in Avalon's class and small relative to the trunk's volume, so large items that might fit in the trunk may not fit through the opening.	##false@@false$$		||	ORGANIZATION: Avalon; 	NOUN: room; luggage; shopping binge; Avalon; shape; trunk; space; seatback; glass; shelf; trunk lid; something; trunk lids; trunk opening; cars; Avalon; class; trunk; volume; items; trunk; opening; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 38----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	cabin:1 dump:1 plastic:1 allow:1 outboard:1 net:1 hang:1 across:1 cargo:1 though:1 open:1 reach:1 passeng:1 easi:1 transport:1 longer:1 slide:2 avalon:1 seatback:1 ski:1 standard:1 bag:1 rear:2 lock:1 remov:1 avail:1 offer:1 groceri:1 fold:1 around:1 pass:1 trunk:1 item:2 within:1 competitor:1 keep:1	||	A locking pass-through allows longer items such as skis to slide into the cabin between the outboard rear passengers, though Avalon does not offer the folding rear seatbacks available on some competitors. A standard, removable cargo net hangs within easy reach across the trunk opening to keep items such as plastic grocery bags from dumping or sliding around during transport.	##false@@false$$		||	ORGANIZATION: Avalon; 	NOUN: items; skis; cabin; outboard; passengers; Avalon; seatbacks; competitors; standard; cargo net; reach; trunk; items; grocery bags; transport; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 39----DriveRide----#text.H3.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	drive:1 impress:1	||	Driving Impression	##true@@false$$		||	NOUN: Impression; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 40----DriveRide----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	seren:1 allow:1 numb:1 vehicl:1 toyota:1 short:1 tranquil:1 easi:1 oper:2 drive:1 motor:1 driver:1 pleasant:1 trip:1 avalon:2 famili:1 quiet:1 process:1 shorten:1 sedan:1 experi:1 commut:1 approach:1 big:1 forget:1 make:1	||	Driving the Toyota Avalon is a tranquil experience. This sedan approaches serene, but it isn't numbing in a way that allows a driver to forget he or she is operating a motor vehicle. In short, the Avalon is big, quiet and easy to operate. It makes commuting a more pleasant process, and it shortens long family trips.	##false@@false$$		||	ORGANIZATION: Toyota Avalon; 	NOUN: Toyota Avalon; experience; sedan; way; driver; motor vehicle; Avalon; process; family trips; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 41----DriveRide----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	gener:1 manifold:1 variabl:2 substanti:1 flow:1 foundat:1 torqu:1 ga:1 freewai:1 time:1 overhead:1 moreov:1 rpm:1 power:1 avalon:2 move:1 limit:1 onto:1 liter:1 smoothli:1 pedal:1 sign:1 powertrain:1 bit:2 acceler:1 floor:1 peppi:1 merg:1 small:1 pound:1 car:1 might:1 stop:1 smooth:1 paper:1 engin:1 stage:1 dual:2 author:1 thank:1 casual:1 horsepow:1 cam:1 evenli:1 valv:1 crowd:1 surprisingli:1 peaki:1 feet:1 seem:1 idl:1 fact:1 larg:1 rel:1 intak:1	||	The foundation for Avalon's smoothness is its powertrain. On paper, its 3.5-liter V6 engine might seem a bit small for a relatively large car. In fact, the Avalon is surprisingly peppy. The dual overhead-cam V6 generates a substantial 268 horsepower and 248 pound feet of torque, and it moves the Avalon with authority. Moreover, thanks to variable valve timing and a dual-stage variable intake manifold, the power isn't the least bit peaky. It flows smoothly and evenly from idle to the engine's 6200-rpm limit, whether you're accelerating casually from a stop sign or flooring the gas pedal to merge onto a crowded freeway.	##false@@false$$		||	ORGANIZATION: Avalon; 	NOUN: foundation; Avalon; smoothness; powertrain; paper; 3.5-liter V6 engine; bit; car; fact; Avalon; overhead-cam V6; horsepower; pound feet; torque; Avalon; authority; thanks; valve timing; intake manifold; power; bit peaky; engine; limit; stop sign; flooring; gas pedal; freeway; 	||	##true@@false$$	||	##false@@false$$
-1763063096 6 42----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	car:2 anyth:1 mph:1 second:1 wheel:1 manifest:1 typic:1 perform:1 carri:1 enough:2 torqu:3 disturb:1 eight:1 slight:1 luggag:1 easili:1 longer:1 noth:1 power:1 driver:2 especi:1 slow:1 hard:1 avalon:2 hood:1 breath:1 usual:1 speed:1 creat:1 let:1 sport:1 piec:1 know:1 peopl:1 bit:1 acceler:2 floor:1 larg:1 steer:3 lot:1 insid:1 room:1 letharg:1 tug:1	||	The V6 has enough torque to create a bit of torque steer when you floor it from a slow speed. Torque steer usually manifests itself as a slight tug on the steering wheel under hard acceleration. In the Avalon, it's nothing that will disturb the typical driver, but it's enough to let that driver know that there's a powerful piece under the hood. The Avalon will easily accelerate from 0 to 60 mph in less than eight seconds, and while that's no longer sports car performance, it's anything but lethargic, especially in a large car that carries five people and their luggage with lots of room to breathe inside.	##false@@false$$		||	ORGANIZATION: Avalon; Avalon; 	NOUN: V6; torque; bit; torque; floor; speed; Torque; tug; wheel; acceleration; Avalon; nothing; driver; driver; piece; hood; Avalon; mph; seconds; sports car performance; anything; car; people; luggage; lots; room; 	||	##true@@false$$	||	##false@@false$$
